No. ,Year,Patent Issue Date,Patent Application Publication Date,Publication No.,Inventors,Assignee,Technology Areas,Patent #/ Application #,Patent Subject,Filing Date,Start up or established: less than 10 yrs old (start up),"Type of Firm ( publicly traded, privately owned, educational)",Firm's Services,Assignee-Firm HQ/ Inventor*,Assignee State,"Assignee's Country of Origin - (if no assignee, inventors' home in parentheses)",Abstract,Innovation of the search term/category,Innovation around the application of the search term/category,Link," Number of Citations (""referenced by others"")",Number of Citations on application,DOE-Funding,Cross-Reference: continuations; related applications,Found in Patent/Application Search,Initial Search term; only patents issued between 1/1/2005 and July 2012,Patent Type,Appeared in Google Search Google,PTO Search  Terms,Appeared in PTO Search,Category A - At the outset of the search is that items in this category were expected to emerge in the search results for the search terms,Category B- Search results for specifc terms actually relate to another part of the balance of systems. ,Firm Web site,NOTES,Solar Inverter,Solar Mounting/Rack,Solar Monitoring,Solar Site Assessment,Solar Finance/ Business Model,Miscellaneous
380,2009,2011,18-Aug-11,US 2011/0197955 A1,"Dennis Booth, Timothy O'Neil, Sharon Loomis, Beverly Zimmerman, Paul Ruede, Paul Snowwhite, James Wood","ADCO Products, Inc.",Solar Mounting/Rack,"13/061,266",SOLAR MODULE HAVING AN ENCAPSULANT MOUNTING ADHESIVE,30-Sep-09,Established,Privately owned,,"Michigan Center, MI",MI,USA,A solar module includes a photovoltaic device that is partially encapsulated on a front side by a laminate layer. A front substrate is located over the laminate layer. The photovoltaic device is also at least partially encapsulated on a back side by a pressure sensitive adhesive layer. The adhesive layer acts as an encapsulant to protect the photovoltaic device as well as acts as an adhesive for attachment to a substrate.,PV module contains adhesive for securing panel to moutning structures,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110197955%22.PGNR.&OS=DN/20110197955&RS=DN/20110197955,0,0,,"[0001] This application claims the benefit of U.S. Provisional Application No. 61/101,304 filed on Sep. 30, 2008. The disclosure of the above application is incorporated herein by reference.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
381,2010,2011,17-Feb-11,US 2011/0036028 A1,BERNHARD BECK,Adensis GmbH,Solar Mounting/Rack ,"12/850,257",ROOF MOUNTING SUPPORT FOR PHOTOVOLTAIC MODULES ON UNEVEN ROOFS,4-Aug-10,Start-up,Privately owned,Solar Research services,Dresden,USA,USA,"A mounting support for mounting at least one photovoltaic module having a glass pane on a top side of an, in particular, uneven roof panel includes an elongated strip which can be rolled up and/or unrolled in a roll-up/unroll direction. At least two attachment means for the photovoltaic module are disposed on the strip with a modular dimension. The bottom side of the support is provided in the region of the attachment means with a protruding padding to compensate for uneven roof areas. The top side of the attachment means is provided with a supporting location or surface for edges of the photovoltaic module. The mounting support can be packaged as a roll and attached in a simple and effective manner on uneven and rough roof shingles.",Flexible PV panels for mounting on uneven roofs,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110036028%22.PGNR.&OS=DN/20110036028&RS=DN/20110036028,0,0,,"[0001] This application claims the priority of German Patent Application, Serial No. 10 2009 037 720.4, filed Aug. 17, 2009, pursuant to 35 U.S.C. 119(a)-(d), the content of which is incorporated herein by reference in its entirety as if fully set forth herein.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
382,2010,2011,22-Dec-11,US 2011/0308566 A1,Peter Herbert Johnson,Alien Inspired Technologies AIT SP. Z O. O.,Solar Mounting/Rack,"13/148,726",PHOTOVOLTAIC MODULE AND THE WAY OF CONNECTING PHOTOVOLTAIC MODULES IN A PHOTOVOLTAIC SYSTEM ,22-Feb-10,,,,Tarnow,,Poland,"The present disclosure relates to a solution enabling to lead out from the front of the photovoltaic module poles (+, ?) of the electric wiring of the module's circuit by the use of glass applied in photovoltaics, with holes going through (1, 12) through the front (4) and the rear (3), as well as proper connectors (plugs) (8, 13) which enable to mount the wiring (15). Owing to that, it is possible to introduce a facilitated way of connecting modules by using short wires without connectors, which diminishes the losses of power caused by the earlier solution.",,PV modules and mounting system where electrical are integrated into the mounting fasteners,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110308566%22.PGNR.&OS=DN/20110308566&RS=DN/20110308566,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,,TRUE,,,FALSE,TRUE,FALSE,,,
383,2011,2011,24-Nov-11,US 2011/0284057 A1,"Anders Swahn, Wolfgang Oels","Alion, Inc.",Solar Mounting/Rack,"13/091,960",RAIL SYSTEMS AND METHODS FOR INSTALLATION AND OPERATION OF PHOTOVOLTAIC ARRAYS,21-Apr-11,Start-up,Privately owned,Stealth PV Cell maker,"Richmond, CA",CA,USA,"Rail system and method for a photovoltaic array. The system includes at least one modular rail in a first direction. The modular rail includes a first vehicle support surface along the first direction and a first mounting surface along the first direction. The first vehicle support surface is configured to support at least a first vehicle moving in the first direction, and the first mounting surface is configured to support one or more photovoltaic modules mounted on the first mounting surface.",Mounting system for PV panels using rails for quicker installation,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110284057%22.PGNR.&OS=DN/20110284057&RS=DN/20110284057,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
384,2011,2011,24-Nov-11,US 2011/0284058 A1, Barry Cinnamon,"Andalay Solar, Inc.",Solar Mounting/Rack,"13/193,339",MOUNTING SYSTEM FOR A SOLAR PANEL ,28-Jul-11,Established,Publicly Traded,Integrated Solar PV maker ,"(Saratoga, CA)",CA,USA,"An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.",Integrated solar module that attaches to roof with out rack,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110284058%22.PGNR.&OS=DN/20110284058&RS=DN/20110284058,0,0,,"[0001] This patent application claims priority under 35 USC .sctn.120 and a continuation of U.S. patent application Ser. No. 11/851,914, filed on Sep. 7, 2007. and titled ""Mounting System for a Solar Panel"" which in turn claims priority under 35 U.S.C. .sctn.120 to and is a divisional application of U.S. patent application Ser. No. 10/849,069, filed on May 18, 2004, entitled ""Mounting System for a Solar Panel,"" and is related to U.S. patent application Ser. No. 11/851,674, filed on Sep. 7, 2007 entitled ""Mounting System for a Solar Panel,"" all of which is incorporated herein by reference.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
385,2009,2011,3-Mar-11,US 2011/0049322 A1,"William Pham, Andrew B. Goldin, Mark A. Parslow",BAP POWER PTE. LTD.,Solar Mounting/Rack ,"12/549,339",Novel Design For Mounting Assembly For Photovoltaic Arrays,27-Aug-09,,,,"Carlsbad, CA",USA,USA,"A mounting assembly is described. The mounting assembly includes: (a) a pipe having a first threaded end and a second threaded end; (b) a base component having a base portion and a threaded connecting portion; (c) a top component having a top portion and a threaded portion, the top component being capable of supporting a photovoltaic panel thereon; and (d) wherein the first threaded end of the pipe and the threaded connecting portion of the base component include threads such that the first threaded end rotatably engages in a first direction with the threaded connecting portion, and the second threaded end of the pipe and the threaded portion of the top component include threads such that the first threaded end rotatably engages in a second direction with the threaded portion of the top component, the first direction is opposite to the second direction, and the first threaded end and the second threaded end are substantially cylindrical.",Mounting system for PV arrays,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110049322%22.PGNR.&OS=DN/20110049322&RS=DN/20110049322,0,0,,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
386,2010,2011,12-May-11,US 2011/0108089 A1,"Sabré Simone du Boise, Denise C. Donahue, Daniel F. Downey, Robert G. Caputo","CADMUS SOLAR FPO920 D/B/A CADMUS SOLAR, LLC,",Solar Mounting/Rack,"12/943,360",SOLAR PANEL SYSTEMS AND METHODS OF USE,10-Nov-10,Start-up,Privately owned,PV panel and mounting system maker,"Upper Montclair, NJ",NJ,USA,"The present application provides a solar panel system. The solar panel system may include an aluminum outer frame, one or more photovoltaic panels positioned within the aluminum outer frame, and an adjustable support system connected to the aluminum outer frame such that the aluminum outer frame with the one or more photovoltaic panels includes a number of tilt angles.",,Adjustable mounting apparatus is part of Solar system,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110108089%22.PGNR.&OS=DN/20110108089&RS=DN/20110108089,0,0,,"[0001] The present application is a non-provisional application claiming priority to U.S. Provisional Application Ser. No. 61/260,146, filed on Nov. 11, 2009. U.S. Provisional Application Ser. No. 61/260,146 is incorporated herein by reference in total.",Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,http://www.cadmusenergy.com/about.htm,,FALSE,TRUE,FALSE,,,
387,2010,2011,3-Feb-11,US 2011/0023390 A1,"Johannes Kneip, Thomas Meyer, Miro Bjelobrk",CENTROSOLAR AG,Solar Mounting/Rack,"12/847,981","MOUNTING SYSTEM FOR SOLAR PANELS, BEARING MEMBER FOR SAME AND ASSOCIATED METHODS",30-Jul-10,Start-up,Publicly Traded,Solar PV maker and installer,Hamburg,,Germany,"The present invention relates to a mounting system (1) for mounting one or more solar panels (P). The mounting system (1) comprises: a plurality of elongate bearing members (10) adapted to be arranged spaced apart and substantially parallel to one another on a rooftop surface, and in particular on an outer sealing membrane (S) of the rooftop, and a plurality of fastening straps (20, 20') for fastening the bearing members (10) to the rooftop surface. Each of the bearing members (10) is adapted for mounting a solar panel (P) or a support frame (F) of a solar panel thereon, and each of the fastening straps (20) is adapted to engage one or more of the bearing members (10) and includes a securing region (21) for securing the strap to the rooftop surface. In this regard, each of the fastening straps (20, 20') is arranged, in use, to extend from one of the bearing members (10), preferably such that the securing region (21) of each fastening strap (20, 20') is outside or beyond a vertical projection of the respective bearing member (10) on the rooftop surface.",rails for mounting multiple solar panels in parallel on roofs,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110023390%22.PGNR.&OS=DN/20110023390&RS=DN/20110023390,0,0,,"[0001] This application claims the benefit under 35 U.S.C. .sctn.119(a)-(d) of European Patent Application No. 09009922.7, which was filed with the European Patent Office on Jul. 31, 2009, and should therefore be afforded the right of priority of this earlier filing date. The disclosure of this European Patent Application No. 09009922.7 is incorporated herein in its entirety.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,http://www.centrosolar.de/en/company/about-us/,"Formed in 2007 from merger of three established German solar firms: Biohaus, Solara and Solarstocc.",FALSE,TRUE,FALSE,,,
388,2011,2011,27-Oct-11,US 2011/0260027 A1,"RICHARD ROBERT FARNHAM, JR.",DAETWYLER-CLEAN ENERGY LLC,Solar Mounting/Rack,"13/091,434",SOLAR PANEL MOUNTING ASSEMBLY WITH LOCKING CAP,21-Apr-11,Start-up,Privately owned,Solar mounting/rack manufacturer,"Huntersville, NC",NC,USA,"A solar panel mounting assembly including a bracket having a base, a central member extending from the base defining a channel opening in a direction away from the base, and first and second coplanar rails carried on the central member and spaced apart from the base, and a locking cap that lockingly engages within the channel including first and second spaced legs and a head that overhangs a portion of each of the first and second rails. A solar panel mounting system including a solar panel, bracket and locking cap.",Rail and bracket system for mounting PV panels; ,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110260027%22.PGNR.&OS=DN/20110260027&RS=DN/20110260027,0,0,,"[0001] This application claims priority to Provisional Application No. 61/327,271 filed Apr. 23, 2010 and entitled ""SOLAR PANEL MOUNTING BRACKET WITH LOCKING CAP"", the contents of which are incorporated by reference herein.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
389,2011,2011,20-Oct-11,US 2011/0253190 A1,"Richard Robert Farnham, JR.",Daetwyler-Clean Energy LLC,Solar Mounting/Rack,"13/084,922",SOLAR PANEL MOUNTING BRACKET AND SOLAR PANEL MOUNTING SYSTEM,12-Apr-11,Start-up,Privately owned,Solar mounting/rack manufacturer,"Huntersville, NC",NC,USA,"A solar panel mounting bracket having a pipe clamp portion defining a channel between spaced legs configured to clamp around a supporting pipe, a flange clamp extending from the pipe clamp portion configured to clamp a flange of a solar panel to the bracket. A solar panel mounting system including a bracket having a pipe clamp portion defining a channel between spaced legs and a flange clamp extending from the pipe clamp portion, a solar panel having a flange on its frame, and a pipe positioned within the channel of the pipe clamp portion.",,,http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110253190%22.PGNR.&OS=DN/20110253190&RS=DN/20110253190,,,,"[0001] This application claims priority to U.S. Provisional Application No. 61/324,435 filed Apr. 15, 2010 and entitled ""SOLAR PANEL MOUNTING BRACKET"", the contents of which are incorporated by reference herein.",Application ,"""Mounting""(Title) and ""solar"" (Title)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
390,2010,2011,28-Apr-11,US 2011/0094570 A1,"Michelle L. Boven, James R. Keenihan, Stan Lickly, Claude Brown, JR., Robert J. Cleereman, Timothy C. Plum",Dow Global Technologies Inc.,Solar Mounting/Rack,"12/908,055",DIRECT MOUNTED PHOTOVOLTAIC DEVICE WITH IMPROVED ADHESION AND METHOD THEREOF,20-Oct-10,Established,Publicly Traded,Chemical and energy firm; solar pv maker,"Midland, MI",USA,USA,"The present invention is premised upon a photovoltaic device suitable for directly mounting on a structure. The device includes an active portion including a photovoltaic cell assembly having a top surface portion that allows transmission of light energy to a photoactive portion of the photovoltaic device for conversion into electrical energy and a bottom surface having a bottom bonding zone; and an inactive portion immediately adjacent to and connected to the active portion, the inactive portion having a region for receiving a fastener to connect the device to the structure and having on a top surface, a top bonding zone; wherein one of the top and bottom bonding zones comprises a first bonding element and the other comprises a second bonding element, the second bonding element designed to interact with the first bonding element on a vertically overlapped adjacent photovoltaic device to bond the device to such adjacent device or to the structure.",Direct -roof mounts for solar OV,,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220110094570%22.PGNR.&OS=DN/20110094570&RS=DN/20110094570,0,0,[0002] This invention was made with U.S. Government support under contract DE-FC36-07G017054 awarded by the Department of Energy. The U.S. Government has certain rights in this invention.,,Application ,"""Mounting""(claims) and ""photovoltaic"" (claims)",Utility,,,Yes,TRUE,,,,FALSE,TRUE,FALSE,,,
